NameDeposit	OtherNames	CountryCode	Country	StateProvince	LatitudeSeconds	LatitudeMinutes	LatitudeDegrees	LongitudeSeconds	LongitudeMinutes	LongitudeDegrees	LongitudeDecimal	LatitudeDecimal	Type	DiscoveryDate	StartupDate	Includes	Prospect?	Comments	Map Number	AgeMY	Tonnage	Copper grade	Molybdenum grade	Silver grade	Gold grade	References	Minerals	Deposit Age	Assoc Deposits less 5km	Assoc Deposits less 10km	RocksinDeposit	RocksOnMap	RocksOnMapInDeposit	EmplacementDepthkm	SulfideArea	SulfideBAxis	SulfideAAxis	AlterAAxis	AlterBAxix	AlterArea	OreArea	OreAAxis	OreBAxis
Fish Creek		USNV	United States	Nevada		25	40		-13	-117	-117.2166667	40.41666667	17				Yes	0.1% Cu.	37	89		0	0	0	0	"Emmons, D.L., and Eng, T.L., 1995, Geologic map of the McCoy mining district, Lander County, Nevada: Nevada Bureau of Mines and Geology Map 103, 12 p. and 2 plates. Miller, B.W., and Silberman, M.L., 1977, Cretaceous K-Ar age of hydrothermal alteration at the North Fish Creek porphyry copper prospect, Fish Creek Mountains, Lander County, Nevada: Isochron/West, no. 18, April, p. 7. Brooks, J.W., Meynert, L.D., Kuyper, B.A., and Lane, M.L., 1991, Petrology and geochemistry of the McCoy gold skarn, Lander County, Nevada, in Raines, G.L., Lisle, R.E., Schafer, R.W., and Wilkinson, W.H., eds., Geology and ore deposits in the Great Basin, Symposium Proceedings: Geological Society of Nevada, Reno, p. 419–442."	"actinolite, biotite, chalcopyrite, molybdenite, pyrite, pyrrhotite, sericite"	89		Au skarn	"breccia, hornfels, quartz monzonite porphyry, skarn"		"andesite, basalt, diorite, gabbro, granodiorite, monzodiorite, monzonite, monzonite porphyry, sandstone, siltstone, syenodiorite"										
Gibson	Summit	USAZ	United States	Arizona	2	20	33	-31	-56	-110	-110.9419444	33.33388889	17		1903				63	61	9.9	0.78	0	1	0	"Keith, S.B., Schnabel, L., DeWitt, E., Gest, D.E., and Wilt, J., 1984, Map, description and bibliography of the mineralized areas of the Basin and range Province in Arizona: U.S. Geological Survey Open-File Report 84–0086, 129 p. and map."		61					"andesite, basalt, granite porphyry"										
Glacier Peak		USWA	United States	Washington	52	11	48	-45	-58	-120	-120.9791667	48.19777778	17	1900					18	21	1710	0.334	0.015	0	0	"Lasmanis, R., 1995, Regional geological and tectonic setting of porphyry deposits in Washington State, in Schroeter, T.G., ed., Porphyry deposits of the northwester Cordillera of North America: Canadian Institute of Mining, Metallurgy and Petroleum Special Volume 46, p. 77–102.Derkey, R.E., Joseph, N.L., and Lasmanis, R., 1990, Metal mines of Washington — Preliminary Report: Washington Division of Geology and Earth Resources Open File Report 90–18, 577 p."	"arsenopyrite, azurite/malachite, biotite, bismuth, chalcocite, chalcopyrite, chlorite, copper, covellite, cuprite, enargite, epidote, galena, garnet, gold, marcasite, molybdenite, pyrite, pyrrhotite, realgar, scheelite, sericite, siderite, sphalerite, tennantite, tourmaline"	21	Cu vein		"breccia, dacite, dacite porphyry, quartz feldspar porphyry"		andesite										
Gold Mountain		USWA	United States	Washington	57	12	48	-3	-20	-121	-121.3341667	48.21583333	17	before 1951			Yes		17		40	0.5	0	0	0	"Hollister, V.F., 1979, Porphyry copper-type deposits of the Cascade volcanic arc, Washington: Minerals Science and Engineering, v. 11, no. 1, p. 23–35.   "							"limestone, calcareous shale"										
Hannover Mountains 	Fierro-Hannover	USNM	United States	New Mexico	10	51	32	-55	-4	-108	-108.0819444	32.85277778	17	1855	1858	Continental 		Resources probably include adjoining replacement and skarn mineralization. Exposed.	85	63.5	1406	0.34	0	9.5	0.01	"Einaudi, M.T., 1982, Description of skarns associated with porphyry copper plutons, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 139–183.Hillesland, L.L., Hawkins, R.B., and Worthington, W.T., 1995, The geology and mineralization of Continental mine area, Grant County, New Mexico, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 473–483.North, R.M., and McLemore, V.T., 1988, A classification of the precious metal deposits of New Mexico, in Schafer, R.W., Cooper, J.J., and Vikre, P.G., eds., Bulk mineable precious metal deposits of the western United States:  Reno, Nevada Geological Society, p. 625–659.Richter, D.H., and Lawrence, V.A., 1983, Mineral deposit map of the Silver City 1o x 2o quadrangle, New Mexico and Arizona: U.S. Geological Survey Miscellaneous Investigation Series, Map I-1310-B, 70 p. and 1 sheet."	"biotite, chalcocite, chalcopyrite, chlorite, cupriferous pyrite, epidote, galena, hematite, limonite, magnetite, pyrite, sericite, sphalerite "	70–57	"18b, 18c, 18d, 19a, 22c"	"17, 18b, 19a"	"andesite dike, basalt dike, breccia, gabbro, granodiorite porphyry, quartz diorite porphyry, quartz monzonite porphyry, skarn, syenodiorite porphyry"		"basalt, granodiorite, limestone, mudstone, quartz diorite, siltstone, volcaniclastic rocks"										
Heddleston		USMT	United States	Montana	33	1	47	-36	-21	-112	-112.36	47.02583333	17	1989					22	46	302	0.36	0.005	5.2	0.053	"Long, K.R., 1992, Reserves and production data for selected ore deposits in the United States found in the files of the Anaconda Copper Company: U.S. Geological Survey Open-File Report 92-002, 21 p.McKee, J., 1978, Petrology, alteration, and mineralization of the Poorman Creek-Silver Bell stock porphyry Cu-Mo deposit: Abstracts with Programs – Geological Society of America, v. 10, no. 5, p. 234. McClernan, H.G., 1983, Metallic mineral deposits of Lewis and Clark County, Montana: Montana Bureau of Mines and Geology Memoir 52, 73 p.  Miller, R.N., Shea, E.P., Goddard, C.C., Jr., Potter, C.W., and Brox, G.B., 1973, Geology of the Heddleston copper-molybdenum deposit, Lewis and Clark County, Montana: Pacific Northwest Metals and Minerals Conference, Coeur d’Alene, Idaho, American Institute of Mining and Metallurgical Engineers Proceedings, p. 1–33. "	"bornite, carbonate, chalcocite, chalcopyrite, clay minerals, covellitegalena, marcasite, molybdenite, pyrite, pyrrhotite, rhodochrosite, sericite, sphalerite, tetrahedrite/tennantite"	46	22c		"breccia, quartz monzonite porphyry, quartz porphyry"		"andesite, pyroclastics"										
Helvetia 	Rosemont	USAZ	United States	Arizona	48	49	31	-36	-45	-110	-110.76	31.83	17	1880	1903	"Rosemont, Peach-Elgin, Broadtop Butte, and Copper World"		Exposed.	93	59	952	0.552	0.0055	8.8	0.019	"Anzalone, S.A., 1995, The Helvetia area porphyry systems, Pima County, Arizona, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 436–441.Long, K.R., De Young, J.H., Jr., and Ludington, S.D., 1998, Database of significant deposits of gold, silver, copper, lead, and zinc in the United States; Part A, Database description and analysis; Part B, Digital database: U.S. Geological Survey Open-File Report 98–206, 35 p., one 3.5 inch diskette.Niemuth, N.J., 1994, The primary copper industry of Arizona, 1992: Arizona Department of Mines and Mineral Resources SR–20, 58 p.Titley, S.R., 1993, Characteristics of porphyry copper occurrence in the American Southwest, in Kirkham, R.V., Sinclair, W.D., Thorpe, R.I., and Duke, J.M., eds., Mineral deposit modeling: Geological Association of Canada Special Paper 40, p. 433–464.Titley, S.R., and Anthony, E.Y., 1989, Laramide mineral deposits in Arizona, in Jenney, J.P., and Reynolds, S.J., eds., Geologic evolution of Arizona: Tucson, Arizona Geological Society Digest 17, p. 485–514."	"azurite/malachite, bornite, chalcopyrite, chrysocolla, cuprite/tenorite, diopside, epidote, galena, garnet, gold, magnetite, molybdenite, sericite, pyrite, scheelite, sphalerite, wollastonite"	56-62	"18c, 22c "		"quartz latite porphyry, quartz monzonite, skarn"	"andesite, chert"	andesite										
Horsfield		USAK	United States	Alaska	4	3	62	-5	-13	-141	-141.2180556	62.05111111	17				Yes		12		60	0.15				"Richter, D.H., Singer, D.A., and Cox, D.P., 1975, Mineral resources map of the Nabesna quadrangle, Alaska: U.S. Geological Miscellaneous Field Studies Map MF-655K, scale 1:250,000.Young, L.E., St. George, P., and Bouley, B.A., 1997, Porphyry copper deposits in relation to the magmatic history and palinspastic restoration of Alaska, in Goldfarb, R.J., and Miller, L.D., eds., Mineral deposits of Alaska:  Economic Geology Monograph 9, p. 306–333."	"actinolite, chalcopyrite, kaolinite, magnetite, pyrite, sericite"		"17, 22c"		"breccia, monzonite porphyry "	"andesite, basalt"	"dacite, dacite porphyry, dacite pyroclastics, diorite, quartz diorite, metavolcanic rocks"										
Ithaca Peak 	Mineral Park	USAZ	United States	Arizona		22	35		-9	-114	-114.15	35.36666667	21a	1952	1964			10% covered.	54	73	172	0.458	0.032	2.2	0.027	"Bouse, R.M., Ruiz, J., Titley, S.R., Tosdal, R.M., and Wooden, J.L., 1999, Lead isotope compositions of Late Cretaceous and Early Tertiary igneous rocks and sulfide minerals in Arizona: implications for the sources of plutons and metals in porphyry copper deposits: Economic Geology, v. 94, p. 211–244. Cook, A., and Martin, K., 1991, Mineral Park porphyry copper deposit, in Hollister, V.F., ed., Case histories of mineral discoveries, v. 3, SocvietySociety for Mining, Metallurgy, and Exploration, Inc., Littleton, Colorado, p. 35–37.Eidel, J.J., Frost, J.E., and Clippinger, D.M., 1968, Copper-molybdenum at Mineral Park, Mohave County, Arizona, in Ridge, J.D., ed., Ore deposits of the United States, 1933-1967, The Graton-Sales Volume: New York, American Institute of Mining and Metallurgical Engineers, v. 2, p. 1258–1281.Lang, J.R., and Eastoe, C.J., 1988, Relationships between a porphyry Cu-Mo deposit, base and precious metal veins, and Laramide intrusions, Mineral Park, Arizona: Economic Geology, v. 83, p. 551–567.Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 35–68.Titley, S.R., 1993, Characteristics of porphyry copper occurrence in the American Southwest, in Kirkham, R.V., Sinclair, W.D., Thorpe, R.I., and Duke, J.M., eds., Mineral deposit modeling: Geological Association of Canada Special Paper 40, p. 433–464.Wilkinson, W.H., Jr., Vega, L.A., and Titley, S.R., 1982, Geology and ore deposits at Mineral Park, Mohave County, Arizona, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 523–541."	"anhydrite/gypsum, arsenopyrite, biotite, chalcocite, chalcopyrite, chlorite, epidote, ferrimolybdite, galena, goethite, hematite, jarosite, magnetite, molybdenite, pyrite, rutile, sericite, siderite, sphalerite, tetrahedrite, zeolite"	73	22c	25a	"aplite, breccia, quartz latite, quartz monzonite porphyry, quartz porphyry, rhyolite"		"andesite, basalt, dacite, dacite porphyry, diorite porphyry, limestone, sandstone, syenite porphyry"					4.1	3.7	12	0.55	1	0.67
Johnson Camp 		USAZ	United States	Arizona	24	5	32	-48	-1	-110	-110.03	32.09	17	1870s	1975	I-10		Exposed.	92	53	250	0.489	0.011	1.6	0	"Clayton, R.L., 1978, Alteration and mineralization of the Cyprus Johnson deposit, Cochise County, Arizona: Proceedings of Porphyry Copper Symposium: Tucson, Arizona Geological Society Digest 11, p. 17–24.Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 35–68.Wilkins, Joe, Jr., 1984, Distribution of gold- and silver-bearing deposits in the Basin and Range province, western United States, in Wilkins, Joe, Jr., ed., Gold and silver deposits of the Basin and Range province, western U.S.A.: Arizona Geological Society Digest, v. 15, p. 1–27."	"aurichalcite, azurite/malachite, biotite, bornite, calcite, chalcopyrite, chlorite, chrysocolla, cuprite, diopside, epidote, fluorite, galena, goethite/limonite, hematite, jarosite, kaolinite, magnetite, molybdenite, montmorillonite, muscovite/sericite, pyrite, scheelite, tenorite, tetrahedrite, tremolite, wolframite"	53	18b		"hornfels, quartz monzonite, skarn"		"andesite, diorite, diorite porphyry, quartz diorite, quartz gabbro, volcaniclastic rocks"										
Kelsey	"Central, Northwest"	USWA	United States	Washington	42	59	48	-41	-28	-119	-119.4780556	48.995	17	1890s					15	179	285	0.281	0.0147	0	0	"Derkey, R.E., Joseph, N.L., and Lasmanis, Raymond, 1990, Metal mines of Washington — Preliminary Report: Washington Division of Geology and Earth Resources Open File Report 90-18, 577 p.Lasmanis, R., 1995, Regional geological and tectonic setting of porphyry deposits in Washington State, in Schroeter, T.G., ed., Porphyry deposits of the northwester Cordillera of North America: Canadian Institute of Mining, Metallurgy and Petroleum Special Volume 46, p. 77-102."	"albite, azurite/malachite, biotite, bornite, chalcocite, chalcopyrite, chlorite, epidote, garnet, hematite/specularite, magnetite, molybdenite, pyrite, pyrrhotite, sericite"	Jurassic	"18b, 24a"		"aplite, breccia, diorite porphyry, quartz feldspar porphyry, skarn"	gabbro	"diorite, granodiorite, quartz diorite, tonalite, tonalite porphyry"										
Kennedy		USNV	United States	Nevada		16	40		-45	-117	-117.75	40.26666667	17				Yes		38	29		0	0	0	0	"Johnson, M.G., 1977, Geology and mineral deposits of Pershing County, Nevada: Nevada Bureau of Mines and Geology Bulletin 89, 115 p.Thuber, J.V., 1982, Petrology and Cu-Mo mineralization of the Kennedy Stock, East Range, Pershing County, Nevada: M.S. Thesis, Colorado State University, Fort Collins, 101 p. Wendt, C.J., and Albino, G.V., 1992, Porphyry copper and related occurrences in Nevada: Nevada Bureau of Mines and Geology, Map 100, 8 p. and 1 plate."	"arsenopyrite, chalcopyrite, galena, molybdenite, pyrite, sphalerite, tetrahedrite"	29	"22c, 25a"		granodiorite porphyry		"andesite, andesite tuff, basalt, basalt porphyry, basalt tuff, gabbrodiorite, quartz gabbro, serpentinite, tuffaceous sandstone, tuffaceous siltstone"										
Kijik River		USAK	United States	Alaska	11	21	60	-54	-18	-154	-154.315	60.35305556	17	early 1900s			Yes	"Undrilled estimate of 91Mt and 0.25%Cu. Up to 0.17% Mo, 470 ppm Ag."	3	59.5		0	0	0	0	"Nelson, W.H., Carlson, C., and Case, J.E., 1983, Geologic map of the Lake Clark quadrangle, Alaska: U.S. Geological Survey Miscellaneous Field Studies Map MF-1114-A, scale 1:250,000.Nelson, W.H., King, H.D., Case, J.E., Tripp, R.B., Crim, W.D., and Cooley, E.F., 1985, Mineral resource map of the Lake Clark quadrangle, Alaska: U.S. Geological Survey Miscellaneous Field Studies Map MF-1114-B, scale 1:250,000.Nokleberg, W.J., Bundtzen, T.K., Berg, H.C., Brew, D.A., Grybeck, D., Robinson, M.S., Smith, T.E., and Yeend, W., 1987, Significant metalliferous lode deposits and placer districts of Alaska: U.S. Geological Survey Bulletin 1786, 104 p.Young, L.E., St. George, P., and Bouley, B.A., 1997, Porphyry copper deposits in relation to the magmatic history and palinspastic restoration of Alaska, in Goldfarb, R.J., and Miller, L.D., eds., Mineral deposits of Alaska:  Economic Geology Monograph 9, p. 306–333."	"arsenopyrite, chalcopyrite, chlorite, galena, pyrite, pyrrhotite, sericite, tetrahedrite"	63–56	22c		"breccia, dacite porphyry"		"andesite, marble, shale, metavolcanics"		3								
Kirwin	Kerwin/Bald Mtn.	USWY	United States	Wyoming	24	5	43	-48	-16	-109	-109.28	43.09	21a	1963				"Up to 0.25 oz/ton Au, 11.8 oz/ton Ag."	28	40	118	0.76	0.02	1.5	0.03	"Hausel, D.W., 1989, Geology of Wyoming’s precious metal lode and placer deposits of Wyoming: Geological Survey of Wyoming Bulletin 68, 248 p.Hausel, D.W., 1993, Metal and gemstone deposits of Wyoming, in Snoke, A.W., Steidtmann, J.R., and Roberts, S.M., eds., Geology of Wyoming: Geological Survey of Wyoming Memoir 5, p. 816–835.Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera:  Tucson, Arizona Geological Society Digest 20, p. 35–68.Schassberger, H.T., 1972, A K-Ar age of a quartz monzonite dike in the Kerwin mining district, Park County, Wyoming: Isochron/West, no. 4, p. 31."	"anglesite, azurite/malachite, biotite, chalcocite/digenite, chalcopyrite, chlorite, copper, covellite, cuprite, epidote, galena, goethite/limonite, gold, hematite/specularite, kaolinite/illite, magnetite, molybdenite, montmorillonite, opal, pyrite, sericite, stephanite, tetrahedrite"	40	22c		"diorite, diorite porphyry, quartz monzonite, rhyolite tuff"	"granodiorite, limestone"	"diorite, granodiorite, limestone, sandstone, shale, tuff, tuffaceous sandstone, skarn"					2.2	1.4	2.3			
